Epoch,Optimizer,Error
305,ADAM,4.922325090894626
306,ADAM,4.916948668424866
307,ADAM,4.857261191883575
308,ADAM,4.890844382785867
309,ADAM,4.8256991125293585
310,ADAM,4.7434511451107095
311,ADAM,4.6822400952864145
312,ADAM,4.867568175252955
313,ADAM,5.123786115426933
314,ADAM,4.7501782407045345
315,ADAM,4.7072451480832935
316,ADAM,4.7369703250457
317,ADAM,5.189545072757237
318,ADAM,5.373968167256877
319,ADAM,4.776249188790952
320,ADAM,5.018897036377959
321,ADAM,4.677766426742738
322,ADAM,4.849289072100237
323,ADAM,4.989434078572141
324,ADAM,4.697470250862066
325,ADAM,4.71318306755934
326,ADAM,4.710401953311249
327,ADAM,4.750931553946911
328,ADAM,5.032967732102854
329,ADAM,5.0142380550674766
330,ADAM,4.84705789712593
331,ADAM,4.841361025202409
332,ADAM,4.722302610701197
333,ADAM,4.777783377506727
334,ADAM,4.700121201697413
335,ADAM,4.914131751005639
336,ADAM,4.757511629683622
337,ADAM,5.064637235775369
338,ADAM,4.719561395965805
339,ADAM,4.750599021896546
340,ADAM,4.745208627732033
341,ADAM,4.983640489531961
342,ADAM,4.688760713587588
343,ADAM,4.778537145806006
344,ADAM,5.439027925016839
345,ADAM,5.853039416992583
346,ADAM,5.0474032023333075
347,ADAM,4.758433523339792
348,ADAM,4.744157538501492
349,ADAM,4.7824063838223685
350,ADAM,4.920026091289724
351,ADAM,4.849258688822566
352,ADAM,4.796033222785726
353,ADAM,5.335649204779476
354,ADAM,4.817076862372453
355,ADAM,5.194604623231576
356,ADAM,4.862922686666761
357,ADAM,4.755137618584478
358,ADAM,5.215153116037784
359,ADAM,4.784141887611106
360,ADAM,4.7868729215193495
361,ADAM,4.775499541177849
362,ADAM,4.775672651588702
363,ADAM,4.857728906360866
364,ADAM,4.835607264938396
365,ADAM,4.843839605730194
366,ADAM,4.852589252994157
367,ADAM,4.889016864421059
368,ADAM,5.151528810206078
369,ADAM,5.002072965376493
370,ADAM,5.029724579801195
371,ADAM,4.889338542630007
372,ADAM,4.848615705038805
373,ADAM,4.925238767979217
374,ADAM,4.793978961202485
375,ADAM,4.802441744167269
376,ADAM,4.833588352400392
377,ADAM,4.882892771780736
378,ADAM,4.9416734794537245
379,ADAM,4.8715398911502135
380,ADAM,4.824235493091962
381,ADAM,4.81189560470858
382,ADAM,4.793124648252658
383,ADAM,4.7777097090343
384,ADAM,5.1712424383336115
385,ADAM,4.835810841241989
386,ADAM,4.855470377523018
387,ADAM,4.9662016225513375
388,ADAM,4.955682722823152
389,ADAM,4.760832956585609
390,ADAM,4.853685537170285
391,ADAM,4.837551388071065
392,ADAM,4.991813996713317
393,ADAM,5.131012639477409
394,ADAM,4.779030049682461
395,ADAM,4.912304200811846
396,ADAM,4.842684957133692
397,ADAM,4.9039193978475835
398,ADAM,4.994737029837658
399,ADAM,4.913240219650395
400,ADAM,5.95950946407325
401,ADAM,5.255837708869273
402,ADAM,4.968457565122867
403,ADAM,4.996934750775302
404,ADAM,5.00005634334093
405,ADAM,4.966980815498129
406,ADAM,4.801943734860773
407,ADAM,4.821902645444813
408,ADAM,5.097050983168295
409,ADAM,4.885184021347606
410,ADAM,4.895252377255276
411,ADAM,4.876390583362899
412,ADAM,4.906645962141399
413,ADAM,4.873164042223379
414,ADAM,4.953938620908312
415,ADAM,4.919184551743179
416,ADAM,4.963403929533653
417,ADAM,4.955606152460482
418,ADAM,4.887795613415492
419,ADAM,4.876120693648053
420,ADAM,5.0597540620809935
421,ADAM,5.60196478617483
422,ADAM,5.350501720182686
423,ADAM,4.960272722888287
424,ADAM,4.98368480051599
425,ADAM,5.448899681593055
426,ADAM,4.901973863923439
427,ADAM,4.894650129563868
428,ADAM,4.875012712106525
429,ADAM,4.876724128476409
430,ADAM,4.8517861834914155
431,ADAM,4.9112763320434984
432,ADAM,4.894087943741557
433,ADAM,4.933240105422821
434,ADAM,4.961527999756572
435,ADAM,4.873414561291085
436,ADAM,4.8634079362061176
437,ADAM,4.917670256084943
438,ADAM,4.891303887977764
439,ADAM,4.874195336363061
440,ADAM,4.849146044292234
441,ADAM,4.8537831290056435
442,ADAM,4.934221208641059
443,ADAM,4.8378793815269825
444,ADAM,4.834174549393509
445,ADAM,4.951086238998047
446,ADAM,4.859263621798608
447,ADAM,4.884637993574437
448,ADAM,4.866232257210766
449,ADAM,5.004077610115815
450,ADAM,4.965016579896497
451,ADAM,4.905589187402811
452,ADAM,4.8693743111758785
453,ADAM,5.072767939036701
454,ADAM,4.891114640146386
455,ADAM,4.939096270533367
456,ADAM,4.8997016482454265
457,ADAM,4.89586976134468
458,ADAM,4.837505313061976
459,ADAM,4.854799498851597
460,ADAM,4.834439552637454
461,ADAM,4.809465695887505
462,ADAM,4.826914926469452
463,ADAM,4.961745991431031
464,ADAM,4.831215410869978
465,ADAM,4.878317900828597
466,ADAM,4.88045971315335
467,ADAM,4.819925772886763
468,ADAM,4.833158862030621
469,ADAM,4.8978000686270535
470,ADAM,4.932756769409733
471,ADAM,4.820389888641399
472,ADAM,5.002038881160231
473,ADAM,4.877193355311661
474,ADAM,4.816802370679319
475,ADAM,4.9353535174000704
476,ADAM,4.881521015119503
477,ADAM,4.809227298888165
478,ADAM,4.80063224344122
479,ADAM,4.768317205698481
480,ADAM,4.778625185014842
481,ADAM,4.887440496629776
482,ADAM,4.843042411666412
483,ADAM,4.763649269103465
484,ADAM,4.811457596469228
485,ADAM,4.81747846451398
486,ADAM,4.691645086467408
487,ADAM,4.842012260926116
488,ADAM,4.766497470599152
489,ADAM,4.729036086875058
490,ADAM,4.746928761886986
491,ADAM,4.726065019232051
492,ADAM,4.737778349291259
493,ADAM,4.721830551995522
494,ADAM,4.722483855781599
495,ADAM,4.719242279773768
496,ADAM,4.700559292695024
497,ADAM,4.735532146182676
498,ADAM,4.786012949703891
499,ADAM,4.78080192326449
500,ADAM,4.7310915548907415
501,ADAM,5.460838857453542
502,ADAM,4.7989344437229144
503,ADAM,4.727033877397415
504,ADAM,4.808642584700117
505,ADAM,5.927164751097134
506,ADAM,4.975240371139785
507,ADAM,5.848686408134222
508,ADAM,5.342008214511964
509,ADAM,4.975397149773993
510,ADAM,4.735736721942855
511,ADAM,4.745081757974115
512,ADAM,5.093594481548751
513,ADAM,4.677765083883023
514,ADAM,4.697124256726246
515,ADAM,4.7074627411805485
516,ADAM,4.697866037141647
517,ADAM,4.729150989636775
518,ADAM,4.674250481403596
519,ADAM,4.672105828804193
520,ADAM,4.671532231983333
521,ADAM,4.699776604509139
522,ADAM,4.667649293308568
523,ADAM,4.688931417375791
524,ADAM,4.736505743949742
525,ADAM,4.663815952051815
526,ADAM,4.68801563919481
527,ADAM,4.663741171113512
528,ADAM,4.748494984255413
529,ADAM,4.660974973554455
530,ADAM,4.705226735315518
531,ADAM,4.613032294596882
532,ADAM,4.598523633454677
533,ADAM,4.612286762046507
534,ADAM,4.6223084663285565
535,ADAM,4.625543102427507
536,ADAM,4.571412230154139
537,ADAM,4.6041494632243865
538,ADAM,4.582399312184723
539,ADAM,4.609654263062492
540,ADAM,4.589500551758055
541,ADAM,4.578872699081738
542,ADAM,4.614321109021279
543,ADAM,4.600790042548794
544,ADAM,4.601821135686058
545,ADAM,4.612941539450526
546,ADAM,5.11495490935604
547,ADAM,4.767526598692352
548,ADAM,4.760090584224519
549,ADAM,5.702433067138874
550,ADAM,4.623361727684504
551,ADAM,4.569319277272889
552,ADAM,4.873498655765688
553,ADAM,4.5643213504951605
554,ADAM,4.589142779555344
555,ADAM,4.664682809260561
556,ADAM,4.594426970781759
557,ADAM,4.5043817034963585
558,ADAM,4.553611799929954
559,ADAM,4.569960777468142
560,ADAM,4.595515043812026
561,ADAM,4.529690425260356
562,ADAM,4.519745194786248
563,ADAM,4.662274154000504
564,ADAM,4.5169360700954595
565,ADAM,4.573665521515047
566,ADAM,4.59013570069465
567,ADAM,4.523508570661068
568,ADAM,4.511420517920949
569,ADAM,4.523101485413344
570,ADAM,4.450782074070461
571,ADAM,4.492568428856504
572,ADAM,4.5158432942413995
573,ADAM,4.489036109756715
574,ADAM,5.15729933188611
575,ADAM,4.508633640882979
576,ADAM,4.4914196708130865
577,ADAM,4.421591098219997
578,ADAM,4.519780522559781
579,ADAM,4.472563808991029
580,ADAM,4.501548677625414
581,ADAM,4.478355970330574
582,ADAM,4.5915146918030105
583,ADAM,4.452538029968527
584,ADAM,4.609746171571133
585,ADAM,4.493392974343922
586,ADAM,4.389167394638692
587,ADAM,4.40654828765268
588,ADAM,4.407812098687274
589,ADAM,4.399263754095975
590,ADAM,4.40232882803622
591,ADAM,4.381904977168886
592,ADAM,4.435073363322635
593,ADAM,4.51880909725639
594,ADAM,4.4132144633871
595,ADAM,4.319044220656568
596,ADAM,4.449732757426028
597,ADAM,4.356665697614868
598,ADAM,4.385851615881419
599,ADAM,4.375778481476727
600,ADAM,4.391510142827314
601,ADAM,4.690058462324021
602,ADAM,4.439447630589772
603,ADAM,4.350664174092423
604,ADAM,4.67764988054553
605,ADAM,4.490332084036711
606,ADAM,4.40733993099771
607,ADAM,4.586864023362201
608,ADAM,4.5054576136519815
609,ADAM,4.421291190120023
610,ADAM,4.346086440556608
611,ADAM,4.331070066414553
612,ADAM,4.277220893844959
613,ADAM,4.355000619931531
614,ADAM,4.334645498466979
615,ADAM,4.447575020424516
616,ADAM,4.585274260325022
617,ADAM,5.113463011718402
618,ADAM,4.515583140339195
619,ADAM,4.40877791003871
620,ADAM,4.489120241993086
621,ADAM,4.334415102929454
622,ADAM,4.2817953114931715
623,ADAM,4.294827325398472
624,ADAM,4.235203220498702
625,ADAM,4.2343926899336415
626,ADAM,4.243765461269737
627,ADAM,4.332015069773343
628,ADAM,4.264383432012365
629,ADAM,4.241353028902582
630,ADAM,4.2840124568042475
631,ADAM,4.183482784466893
632,ADAM,4.229701765837256
633,ADAM,4.270399533606568
634,ADAM,4.321421463309859
635,ADAM,4.213862753003988
636,ADAM,4.2550956535932425
637,ADAM,4.3232735970225775
638,ADAM,4.197611595743452
639,ADAM,4.195572627410322
640,ADAM,4.260993950817741
641,ADAM,4.111663822397653
642,ADAM,4.556304120505119
643,ADAM,4.40258900254649
644,ADAM,4.1813082685369345
645,ADAM,4.205597090739354
646,ADAM,4.113814988787815
647,ADAM,4.051539844540623
648,ADAM,4.054825830209487
649,ADAM,4.145081171539426
650,ADAM,4.076909900381917
651,ADAM,4.070102804416725
652,ADAM,4.100104999158334
653,ADAM,4.105544743251329
654,ADAM,4.03793933193539
655,ADAM,4.075298790893498
656,ADAM,4.0723245294820485
657,ADAM,4.154265345732655
658,ADAM,4.839088649257103
659,ADAM,4.14740863042002
660,ADAM,5.5707899280595505
661,ADAM,4.603626928008678
662,ADAM,5.1301521938486445
663,ADAM,6.399632862972431
664,ADAM,5.88868977996027
665,ADAM,6.040226628811914
666,ADAM,4.498238913337179
667,ADAM,4.802222497169133
668,ADAM,4.098581825172128
669,ADAM,4.321565079879553
670,ADAM,4.144027632119265
671,ADAM,4.121942523193687
672,ADAM,4.029300573767576
673,ADAM,4.088410090385889
674,ADAM,4.012296103673827
675,ADAM,4.043074024089732
676,ADAM,4.072459871833879
677,ADAM,4.08743621711331
678,ADAM,3.9917370594989783
679,ADAM,4.046523592783449
680,ADAM,4.054352248409264
681,ADAM,4.020213299351761
682,ADAM,4.019520404195539
683,ADAM,4.022951990625889
684,ADAM,4.061004644220805
685,ADAM,4.057128960519895
686,ADAM,3.992175841600722
687,ADAM,4.019426494165844
688,ADAM,4.00659765270414
689,ADAM,3.9941448527242627
690,ADAM,4.571626211072267
691,ADAM,4.434538470377164
692,ADAM,5.638865441188104
693,ADAM,4.027068145574399
694,ADAM,4.704901811228901
695,ADAM,4.082589137454105
696,ADAM,4.043904979561998
697,ADAM,4.216856701422141
698,ADAM,3.946814608013816
699,ADAM,4.010481839479994
700,ADAM,3.9533411899918405
701,ADAM,4.08589360704272
702,ADAM,4.004808154623362
703,ADAM,3.859867696716497
704,ADAM,4.092834686704679
705,ADAM,4.131119275157432
706,ADAM,3.974589791565761
707,ADAM,4.066802217329279
708,ADAM,4.192866078215263
709,ADAM,3.9162603412041137
710,ADAM,4.071073452898337
711,ADAM,3.9482484192510303
712,ADAM,3.9063201478639638
713,ADAM,3.9111343826695126
714,ADAM,4.004307599121249
715,ADAM,4.315141552256728
716,ADAM,4.023116607400861
717,ADAM,3.87910451144543
718,ADAM,4.064114897919079
719,ADAM,4.393750477961637
720,ADAM,3.996709457442873
721,ADAM,3.898945805231284
722,ADAM,4.541953329024709
723,ADAM,6.379386994496878
724,ADAM,4.627265387649854
725,ADAM,4.187015914525381
726,ADAM,4.596338916050057
727,ADAM,4.1872077522983675
728,ADAM,3.911327445771376
729,ADAM,3.8039125575238577
730,ADAM,4.188737756150702
731,ADAM,3.8550503816609383
732,ADAM,3.8116168821273373
733,ADAM,3.86936171800736
734,ADAM,4.288745801252224
735,ADAM,3.7940589802171316
736,ADAM,3.772548169366285
737,ADAM,3.9669831049829454
738,ADAM,3.962562549312293
739,ADAM,3.7966032683337603
740,ADAM,3.8480475634505464
741,ADAM,3.7824485946414916
742,ADAM,3.7773847252199655
743,ADAM,3.7911861164571583
744,ADAM,3.7740532926386368
745,ADAM,3.8655890785902027
746,ADAM,3.770746230063203
747,ADAM,3.789321985188896
748,ADAM,3.7998687575479706
749,ADAM,3.8853862163594375
750,ADAM,3.8161017638645425
751,ADAM,4.020568607688709
752,ADAM,4.053600590922276
753,ADAM,5.184019014372547
754,ADAM,5.500967051353854
755,ADAM,4.10209394278069
756,ADAM,4.619170341921289
757,ADAM,5.569789627282642
758,ADAM,4.802973012513646
759,ADAM,4.170192735103629
760,ADAM,4.442095334181775
761,ADAM,4.1045811240565735
762,ADAM,3.8499937649327447
763,ADAM,3.812781459250411
764,ADAM,4.497455733831823
765,ADAM,3.9901603203197453
766,ADAM,3.9891127917175884
767,ADAM,4.210439628926239
768,ADAM,4.021306825694739
769,ADAM,4.017401617413433
770,ADAM,3.902663245394298
771,ADAM,3.999051382201638
772,ADAM,3.792375015755255
773,ADAM,3.8098387705126084
774,ADAM,3.7940453968025247
775,ADAM,3.8012581507564036
776,ADAM,3.755586811813366
777,ADAM,3.78494701060749
778,ADAM,3.8023242081919095
779,ADAM,3.888078558824055
780,ADAM,3.7949404195512018
781,ADAM,3.923685595073622
782,ADAM,3.839761301412255
783,ADAM,4.419133178385745
784,ADAM,5.282533232310309
785,ADAM,4.097353491603811
786,ADAM,3.9448536239228638
787,ADAM,4.508385938802139
788,ADAM,3.800035266193043
789,ADAM,3.802670972801973
790,ADAM,3.765528230761506
791,ADAM,3.795761575253389
792,ADAM,4.363967776619253
793,ADAM,3.873911262553774
794,ADAM,3.8134626665640345
795,ADAM,3.7869670199513177
796,ADAM,3.7818026623399903
797,ADAM,3.793359138211797
798,ADAM,3.7621023026819427
799,ADAM,3.792079608336286
800,ADAM,3.7669407032548454
801,ADAM,3.7919684103943307
802,ADAM,3.8793354638410738
803,ADAM,3.7846805160640393
804,ADAM,3.7712889953498925
805,ADAM,3.951258448354247
806,ADAM,4.189097574745474
807,ADAM,4.906162229274958
808,ADAM,4.934223805126551
809,ADAM,4.2891577053284164
810,ADAM,4.539878332696991
811,ADAM,7.278935713003361
812,ADAM,4.442057316874776
813,ADAM,4.294694342254636
814,ADAM,4.301369465247013
815,ADAM,6.077390566287901
816,ADAM,8.035567142955726
817,ADAM,7.9725667195494765
818,ADAM,4.591390089699894
819,ADAM,4.174034353944486
820,ADAM,4.139384574198106
821,ADAM,4.172014707989527
822,ADAM,3.8287896883666104
823,ADAM,3.7867712388049646
824,ADAM,3.761823346993337
825,ADAM,3.7543379638278385
826,ADAM,3.7788041649720863
827,ADAM,3.811182589343281
828,ADAM,3.7612286635904977
829,ADAM,3.799187136534835
830,ADAM,3.744002781674365
831,ADAM,3.8049047219561523
832,ADAM,3.783511764187091
833,ADAM,3.789357693337903
834,ADAM,3.759421690369389
835,ADAM,3.7335390071241146
836,ADAM,3.7687721068137874
837,ADAM,3.8630032516560147
838,ADAM,3.7825329825263805
839,ADAM,3.7570790618318277
840,ADAM,3.7864706119717755
841,ADAM,3.789809482213973
842,ADAM,3.7653438357502482
843,ADAM,3.846556698780237
844,ADAM,3.8036594861873927
845,ADAM,3.7991394492093185
846,ADAM,3.797249898718454
847,ADAM,3.7773689935602826
848,ADAM,3.7345304040713643
849,ADAM,3.7855137346444416
850,ADAM,3.9261113418291895
851,ADAM,3.7872082746448235
852,ADAM,3.770143436357031
853,ADAM,3.820439364423356
854,ADAM,3.76698673763375
855,ADAM,3.7915087057217063
856,ADAM,3.9001428350337872
857,ADAM,4.975943776811348
858,ADAM,5.346003119691769
859,ADAM,5.087740172308567
860,ADAM,5.321864114984248
861,ADAM,5.414846540960695
862,ADAM,4.667542817834967
863,ADAM,4.105776587621622
864,ADAM,3.778404551364181
865,ADAM,3.736749630966541
866,ADAM,3.763614615561528
867,ADAM,3.7755391588171423
868,ADAM,3.7541149616552003
869,ADAM,3.7384405139156334
870,ADAM,3.766184210712365
871,ADAM,3.7771137497871647
872,ADAM,3.7614812432758176
873,ADAM,3.7887491612878508
874,ADAM,3.7682508498201828
875,ADAM,3.7698911581535475
876,ADAM,3.756588813632998
877,ADAM,3.768678930341992
878,ADAM,3.7567647970500606
879,ADAM,3.762077935035419
880,ADAM,3.767377876670885
881,ADAM,3.7941185289803925
882,ADAM,4.144058616584349
883,ADAM,3.750820536880793
884,ADAM,3.9802576624626886
885,ADAM,4.324712644931513
886,ADAM,5.829212407109607
887,ADAM,4.674380605630161
888,ADAM,4.050022134777793
889,ADAM,3.9767812957877045
890,ADAM,3.7623214572690444
891,ADAM,7.516105537784132
892,ADAM,6.323615110346571
893,ADAM,3.7450152208615943
894,ADAM,3.748828535110093
895,ADAM,4.140236442743651
896,ADAM,3.766254998136778
897,ADAM,3.8967027433839077
898,ADAM,3.737027868084195
899,ADAM,3.8076996433396326
900,ADAM,3.796330685538567
901,ADAM,3.7840875298731755
902,ADAM,3.7590332319285804
903,ADAM,3.7123714067124074
904,ADAM,3.802648257392439
905,ADAM,3.871006959570085
906,ADAM,3.7778534984536587
907,ADAM,4.939357085577451
908,ADAM,4.657051965539356
909,ADAM,6.691541536939186
910,ADAM,4.414521701514129
911,ADAM,4.225900429597744
912,ADAM,3.765940478476564
913,ADAM,3.752373868900337
914,ADAM,3.7368336095370616
915,ADAM,4.502998102404772
916,ADAM,3.7631848790054754
917,ADAM,3.7673402197620454
918,ADAM,3.973347230253868
919,ADAM,3.729143291224815
