caterpie,pokeball,0.338390831735343
caterpie,ultraball,0.6732077972536517
caterpie,fastball,0.33364422768392155
caterpie,heavyball,0.3064428239317494
jolteon,pokeball,0.05844614509365689
jolteon,ultraball,0.11766567573546668
jolteon,fastball,0.2367262725128944
jolteon,heavyball,0.032518484408449136
snorlax,pokeball,0.03233753426952602
snorlax,ultraball,0.06461252519636183
snorlax,fastball,0.032667832332127
snorlax,heavyball,0.08330939447566729
onix,pokeball,0.059136149556286446
onix,ultraball,0.11440355641013548
onix,fastball,0.05804115805339285
onix,heavyball,0.08393921827197608
mewtwo,pokeball,0.0039690065331294
mewtwo,ultraball,0.007745292807608435
mewtwo,fastball,0.015729837013231874
mewtwo,heavyball,0.001318311796677211
