config_id,epoca,error_training,error_test,entrada,salida,capas_ocultas,activacion,eta,beta,activation,error_function,batch,noise_stddev
0,0,927512.5,431812.5,src/ej3/perceptron_data/TP3-ej3-digitos.txt,35,"[35, 10, 10, 10, 10]",RELU,0.1,1,RELU,QUADRATIC_MULTILAYER,5,1e-05
0,1,-4.885391362828558e+17,1.0382887364757893e+18,src/ej3/perceptron_data/TP3-ej3-digitos.txt,35,"[35, 10, 10, 10, 10]",RELU,0.1,1,RELU,QUADRATIC_MULTILAYER,5,1e-05
1,0,4.306363715766563,5.251126981577708,src/ej3/perceptron_data/TP3-ej3-digitos.txt,35,"[35, 10, 10, 10, 10]",LOGISTIC,0.1,1,LOGISTIC,QUADRATIC_MULTILAYER,5,0
1,1,3.6456629765928614,4.92295567126694,src/ej3/perceptron_data/TP3-ej3-digitos.txt,35,"[35, 10, 10, 10, 10]",LOGISTIC,0.1,1,LOGISTIC,QUADRATIC_MULTILAYER,5,0
1,2,3.553744868917496,4.8873720483223515,src/ej3/perceptron_data/TP3-ej3-digitos.txt,35,"[35, 10, 10, 10, 10]",LOGISTIC,0.1,1,LOGISTIC,QUADRATIC_MULTILAYER,5,0
1,3,3.474059930144558,4.870178819609678,src/ej3/perceptron_data/TP3-ej3-digitos.txt,35,"[35, 10, 10, 10, 10]",LOGISTIC,0.1,1,LOGISTIC,QUADRATIC_MULTILAYER,5,0
1,4,3.3805562867142003,4.835271626753675,src/ej3/perceptron_data/TP3-ej3-digitos.txt,35,"[35, 10, 10, 10, 10]",LOGISTIC,0.1,1,LOGISTIC,QUADRATIC_MULTILAYER,5,0
1,5,3.2423842533177414,4.744516459148921,src/ej3/perceptron_data/TP3-ej3-digitos.txt,35,"[35, 10, 10, 10, 10]",LOGISTIC,0.1,1,LOGISTIC,QUADRATIC_MULTILAYER,5,0
1,6,2.9843574967008406,4.4994161881929875,src/ej3/perceptron_data/TP3-ej3-digitos.txt,35,"[35, 10, 10, 10, 10]",LOGISTIC,0.1,1,LOGISTIC,QUADRATIC_MULTILAYER,5,0
1,7,2.469792604074288,3.8604378468142704,src/ej3/perceptron_data/TP3-ej3-digitos.txt,35,"[35, 10, 10, 10, 10]",LOGISTIC,0.1,1,LOGISTIC,QUADRATIC_MULTILAYER,5,0
