name,current_hp,capture_rate
jolteon,0.8,0.09975098002612558
jolteon,0.8,0.09211797212243457
jolteon,0.8,0.09800524964374542
jolteon,0.8,0.07457290979971347
jolteon,0.8,0.08257977679980057
jolteon,0.8,0.08990281836753006
jolteon,0.8,0.09759047111909196
jolteon,0.84,0.0816006702206853
jolteon,0.84,0.08799807285353091
jolteon,0.84,0.09727731029120189
jolteon,0.84,0.09702652075276813
jolteon,0.84,0.07217406802484684
jolteon,0.84,0.07228475017165249
jolteon,0.84,0.09946658415436502
jolteon,0.84,0.09277942042478159
jolteon,0.84,0.09202720304874644
jolteon,0.84,0.07172337185808911
jolteon,0.88,0.09768158442443413
jolteon,0.88,0.07400305567584206
jolteon,0.88,0.08561291706509237
jolteon,0.88,0.09080161038811818
jolteon,0.88,0.07152830185210211
jolteon,0.88,0.0907216981679468
jolteon,0.88,0.08058689341427669
jolteon,0.88,0.06429157653569151
jolteon,0.88,0.0778520357549088
jolteon,0.88,0.08568720661510404
jolteon,0.92,0.07798703484706353
jolteon,0.92,0.08663345196724088
jolteon,0.92,0.07027768951358607
jolteon,0.92,0.061727719434434655
jolteon,0.92,0.06582683630004306
jolteon,0.92,0.07391487340109625
jolteon,0.92,0.07585594872189186
jolteon,0.92,0.07020663262240255
jolteon,0.92,0.05776586030146656
jolteon,0.92,0.05947760800326473
jolteon,0.96,0.06442762919647156
jolteon,0.96,0.06220290948540873
jolteon,0.96,0.061475218487821226
jolteon,0.96,0.05304737470004423
jolteon,0.96,0.08485820215055384
jolteon,0.96,0.07025169555457647
jolteon,0.96,0.06210197781376995
jolteon,0.96,0.05442999904433761
jolteon,0.96,0.06983417486536599
jolteon,0.96,0.06023848240366658
snorlax,0.0,0.10335734620326854
snorlax,0.0,0.08390206662452365
snorlax,0.0,0.10665747678645203
snorlax,0.0,0.11111903940852583
snorlax,0.0,0.11261239359212107
snorlax,0.0,0.08443335710719148
snorlax,0.0,0.09162818852768863
snorlax,0.0,0.07043951600006458
snorlax,0.0,0.08518807113104973
snorlax,0.0,0.10852750242449431
snorlax,0.04,0.09782571637527704
snorlax,0.04,0.09916528379154829
snorlax,0.04,0.08669741468113037
snorlax,0.04,0.09262166195484077
snorlax,0.04,0.09873337867830356
snorlax,0.04,0.08945942082647208
snorlax,0.04,0.12265867035392791
snorlax,0.04,0.08417043847000359
snorlax,0.04,0.07964731214258369
snorlax,0.04,0.09722149591806362
snorlax,0.08,0.07287900057723735
snorlax,0.08,0.09325041085095119
snorlax,0.08,0.061733900664413574
snorlax,0.08,0.08837834451758682
snorlax,0.08,0.06415800413742212
snorlax,0.08,0.10257620996647522
snorlax,0.08,0.10977683239759711
snorlax,0.08,0.08296109521190362
snorlax,0.08,0.1092258439765893
snorlax,0.08,0.08816533062803929
snorlax,0.12,0.09578553751164648
snorlax,0.12,0.11183050358731596
snorlax,0.12,0.09955455126203097
snorlax,0.12,0.09891875906308974
snorlax,0.12,0.11333634231276009
snorlax,0.12,0.07166289406301257
snorlax,0.12,0.08519894304482453
snorlax,0.12,0.08888576040332827
snorlax,0.12,0.08134438623087757
snorlax,0.12,0.10922615938089349
snorlax,0.16,0.1260754589980747
snorlax,0.16,0.06741787867499166
snorlax,0.16,0.09501560939826487
snorlax,0.16,0.09152779177586735
snorlax,0.16,0.0860436990854652
snorlax,0.16,0.08929603162648585
snorlax,0.16,0.07334716228350954
snorlax,0.16,0.08352058660741969
snorlax,0.16,0.0832216238314521
snorlax,0.16,0.10246246213414406
snorlax,0.2,0.07833847376171876
snorlax,0.2,0.09680131726393405
snorlax,0.2,0.08974136224781369
snorlax,0.2,0.08467191737898817
snorlax,0.2,0.09458702110155855
snorlax,0.2,0.08924957721991554
snorlax,0.2,0.07554126329813866
snorlax,0.2,0.08973053854194193
snorlax,0.2,0.06795228144598464
snorlax,0.2,0.09210643778210825
snorlax,0.24,0.07708609836321033
snorlax,0.24,0.08551484787405784
snorlax,0.24,0.11348741905560362
snorlax,0.24,0.06222138243039978
snorlax,0.24,0.09751287985444126
snorlax,0.24,0.08010213918296447
snorlax,0.24,0.082461709400006
snorlax,0.24,0.0949996669211259
snorlax,0.24,0.11016288533623465
snorlax,0.24,0.0718654085201379
snorlax,0.28,0.06377957569076508
snorlax,0.28,0.09924535930196253
snorlax,0.28,0.08238672908988294
snorlax,0.28,0.09857474863185249
snorlax,0.28,0.0825357021638949
snorlax,0.28,0.0868758615008747
snorlax,0.28,0.08356531332808144
snorlax,0.28,0.07751857209561888
snorlax,0.28,0.08847442043150802
snorlax,0.28,0.06405372071752842
snorlax,0.32,0.07311114748869849
snorlax,0.32,0.07763301885498711
snorlax,0.32,0.06578999561334699
snorlax,0.32,0.07784418932289715
snorlax,0.32,0.05283722370819341
snorlax,0.32,0.068984813574882
snorlax,0.32,0.06335795030259149
snorlax,0.32,0.06979228291136455
snorlax,0.32,0.06810017589728797
snorlax,0.32,0.08660001794999984
snorlax,0.36,0.07027396804998888
snorlax,0.36,0.08398842516463335
snorlax,0.36,0.07311379898840661
snorlax,0.36,0.07506456779225769
snorlax,0.36,0.07965473129491935
snorlax,0.36,0.09074140083334362
snorlax,0.36,0.06174956107622403
snorlax,0.36,0.06521085379077426
snorlax,0.36,0.05866364804029641
snorlax,0.36,0.05565079006385077
snorlax,0.4,0.07836579446073226
snorlax,0.4,0.07557470716673104
snorlax,0.4,0.07014732716503728
snorlax,0.4,0.07370786860674534
snorlax,0.4,0.07428555759487518
snorlax,0.4,0.0674823585050581
snorlax,0.4,0.059006947021150995
snorlax,0.4,0.07146109943973422
snorlax,0.4,0.09941889945272177
snorlax,0.4,0.0606869707642729
snorlax,0.44,0.06854900320671718
snorlax,0.44,0.054724008059677025
snorlax,0.44,0.05763055033899358
snorlax,0.44,0.061652441175221985
snorlax,0.44,0.07764396045006902
snorlax,0.44,0.05596051787625615
snorlax,0.44,0.064132110455194
snorlax,0.44,0.045581475447340904
snorlax,0.44,0.07089032751529024
snorlax,0.44,0.06073703387593692
snorlax,0.48,0.07023813082289247
snorlax,0.48,0.062207929836911695
snorlax,0.48,0.05003485085427944
snorlax,0.48,0.07314091038889604
snorlax,0.48,0.05804367048562125
snorlax,0.48,0.06658528244716068
snorlax,0.48,0.06165600951757276
snorlax,0.48,0.04912522312968068
snorlax,0.48,0.061178482000817117
snorlax,0.48,0.08469414171146056
snorlax,0.52,0.0772706728397248
snorlax,0.52,0.05361105857629623
snorlax,0.52,0.0699941130753338
snorlax,0.52,0.060595429955410625
snorlax,0.52,0.062286265593904995
snorlax,0.52,0.08594481979138202
snorlax,0.52,0.06273873188835825
snorlax,0.52,0.05825586899241247
snorlax,0.52,0.06006406322766248
snorlax,0.52,0.05367441036495353
snorlax,0.56,0.05145306899585776
snorlax,0.56,0.06342968512897379
snorlax,0.56,0.049413426326832544
snorlax,0.56,0.057796717585824525
snorlax,0.56,0.05635447911715496
snorlax,0.56,0.05841845622465541
snorlax,0.56,0.06631751465845978
snorlax,0.56,0.05691414733030154
snorlax,0.56,0.0847108969647031
snorlax,0.56,0.04532001259257316
snorlax,0.6,0.062397080829121064
snorlax,0.6,0.06273052739914396
snorlax,0.6,0.06864365069812223
snorlax,0.6,0.05008859691836268
snorlax,0.6,0.06363351614206489
snorlax,0.6,0.047238301407401526
snorlax,0.6,0.07103846172337155
snorlax,0.6,0.05969944712481556
snorlax,0.6,0.06303161890829455
snorlax,0.6,0.06536631732885956
snorlax,0.64,0.05612942275993173
snorlax,0.64,0.05211850327250831
snorlax,0.64,0.06419710254286948
snorlax,0.64,0.05542492291939722
snorlax,0.64,0.05393011251777587
snorlax,0.64,0.05376394959821221
snorlax,0.64,0.060492021039497176
snorlax,0.64,0.06899305966446652
snorlax,0.64,0.05589848379344797
snorlax,0.64,0.05672266817322537
snorlax,0.68,0.061024258537054434
snorlax,0.68,0.04852620773191463
snorlax,0.68,0.057904087097363784
snorlax,0.68,0.0752394283294235
snorlax,0.68,0.06312509469971914
snorlax,0.68,0.04381164268340724
snorlax,0.68,0.058900979636281756
snorlax,0.68,0.059258687959170206
snorlax,0.68,0.05043637618267885
snorlax,0.68,0.06858402243191372
snorlax,0.72,0.05418513276122996
snorlax,0.72,0.04737765857435701
snorlax,0.72,0.05129234194268204
snorlax,0.72,0.04801710571911444
snorlax,0.72,0.06106211940451098
snorlax,0.72,0.042196851452280575
snorlax,0.72,0.05948035042329061
snorlax,0.72,0.04299489267811668
snorlax,0.72,0.049414809799662694
snorlax,0.72,0.045625463975771934
snorlax,0.76,0.05271002327463276
snorlax,0.76,0.036915358740473164
snorlax,0.76,0.048291634073159714
snorlax,0.76,0.051378897451754474
snorlax,0.76,0.0639609605632635
snorlax,0.76,0.05637534420877181
snorlax,0.76,0.033279717735440764
snorlax,0.76,0.05030906270528305
snorlax,0.76,0.06563478886133098
snorlax,0.76,0.04119428426951734
snorlax,0.8,0.05036840166573993
snorlax,0.8,0.033524735708235595
snorlax,0.8,0.05336974326353762
snorlax,0.8,0.04567682019228934
snorlax,0.8,0.03528616396184638
snorlax,0.8,0.04522567661083985
snorlax,0.8,0.0387241401355068
snorlax,0.8,0.043383641971131294
snorlax,0.8,0.04652822831897611
snorlax,0.8,0.04040627592780045
snorlax,0.84,0.050461628793106755
snorlax,0.84,0.048840255191279935
snorlax,0.84,0.026951169134735418
snorlax,0.84,0.036925646798504304
snorlax,0.84,0.03568057159498977
snorlax,0.84,0.047300404504441305
snorlax,0.84,0.061429544880403225
snorlax,0.84,0.047159263310552556
snorlax,0.84,0.045389224165175435
snorlax,0.84,0.054356040724203275
snorlax,0.88,0.036070486410188826
snorlax,0.88,0.041155979970280754
snorlax,0.88,0.036441825623221694
snorlax,0.88,0.037701591497389914
snorlax,0.88,0.04093839019647068
snorlax,0.88,0.04025393811203752
snorlax,0.88,0.04396708731522745
snorlax,0.88,0.03296450055182178
snorlax,0.88,0.04607114206690505
snorlax,0.88,0.045217835995285796
snorlax,0.92,0.0468585076417212
snorlax,0.92,0.0348546747596998
snorlax,0.92,0.04261447744754292
snorlax,0.92,0.03623974238518924
snorlax,0.92,0.04470582746886374
snorlax,0.92,0.04103671577139313
snorlax,0.92,0.04599240714834319
snorlax,0.92,0.03111997192457662
snorlax,0.92,0.04238787628443299
snorlax,0.92,0.037775154868220286
snorlax,0.96,0.045536455358738764
snorlax,0.96,0.046081388637206275
snorlax,0.96,0.035908792672918376
snorlax,0.96,0.03706295986703609
snorlax,0.96,0.034335579193320975
snorlax,0.96,0.038430069549660564
snorlax,0.96,0.039134001767572583
snorlax,0.96,0.034524100624148554
snorlax,0.96,0.03344414980098629
snorlax,0.96,0.03554452188481685
