Epoch,Error,Optimizer,Architecture
0,19.036732610301566,ADAM,"[35, 30, 20, 10, 5, 2]"
1,12.100582689272212,ADAM,"[35, 30, 20, 10, 5, 2]"
2,7.7131629809141495,ADAM,"[35, 30, 20, 10, 5, 2]"
3,9.833044368106822,ADAM,"[35, 30, 20, 10, 5, 2]"
4,10.1418034301746,ADAM,"[35, 30, 20, 10, 5, 2]"
5,10.07463980767596,ADAM,"[35, 30, 20, 10, 5, 2]"
6,8.208282865635251,ADAM,"[35, 30, 20, 10, 5, 2]"
7,7.398760183098821,ADAM,"[35, 30, 20, 10, 5, 2]"
8,6.896849413963755,ADAM,"[35, 30, 20, 10, 5, 2]"
9,9.879401168034212,ADAM,"[35, 30, 20, 10, 5, 2]"
10,7.3019534688476995,ADAM,"[35, 30, 20, 10, 5, 2]"
11,8.337645069326433,ADAM,"[35, 30, 20, 10, 5, 2]"
12,7.292486608843014,ADAM,"[35, 30, 20, 10, 5, 2]"
13,7.922504641106735,ADAM,"[35, 30, 20, 10, 5, 2]"
14,7.853190540066439,ADAM,"[35, 30, 20, 10, 5, 2]"
15,6.943236026077204,ADAM,"[35, 30, 20, 10, 5, 2]"
16,7.878219421587358,ADAM,"[35, 30, 20, 10, 5, 2]"
17,6.660742669877218,ADAM,"[35, 30, 20, 10, 5, 2]"
18,7.3339866549195145,ADAM,"[35, 30, 20, 10, 5, 2]"
19,7.4130970126235365,ADAM,"[35, 30, 20, 10, 5, 2]"
20,6.465990775108122,ADAM,"[35, 30, 20, 10, 5, 2]"
21,8.74861718951739,ADAM,"[35, 30, 20, 10, 5, 2]"
22,9.038084714371848,ADAM,"[35, 30, 20, 10, 5, 2]"
23,8.04173366662162,ADAM,"[35, 30, 20, 10, 5, 2]"
24,6.6895078838496245,ADAM,"[35, 30, 20, 10, 5, 2]"
25,8.571559976581892,ADAM,"[35, 30, 20, 10, 5, 2]"
26,7.492426653094712,ADAM,"[35, 30, 20, 10, 5, 2]"
27,8.005264607964246,ADAM,"[35, 30, 20, 10, 5, 2]"
28,7.713538526723745,ADAM,"[35, 30, 20, 10, 5, 2]"
29,7.158148192137604,ADAM,"[35, 30, 20, 10, 5, 2]"
30,7.758549720088292,ADAM,"[35, 30, 20, 10, 5, 2]"
31,8.188425764368157,ADAM,"[35, 30, 20, 10, 5, 2]"
32,7.6166427288779115,ADAM,"[35, 30, 20, 10, 5, 2]"
33,8.257511928424863,ADAM,"[35, 30, 20, 10, 5, 2]"
34,6.868285072345278,ADAM,"[35, 30, 20, 10, 5, 2]"
35,7.383717054965973,ADAM,"[35, 30, 20, 10, 5, 2]"
36,7.569269388764405,ADAM,"[35, 30, 20, 10, 5, 2]"
37,9.026453958908075,ADAM,"[35, 30, 20, 10, 5, 2]"
38,7.444516296624609,ADAM,"[35, 30, 20, 10, 5, 2]"
39,7.652516771552796,ADAM,"[35, 30, 20, 10, 5, 2]"
40,7.335319509817546,ADAM,"[35, 30, 20, 10, 5, 2]"
41,7.582220291813995,ADAM,"[35, 30, 20, 10, 5, 2]"
42,7.8677858558553915,ADAM,"[35, 30, 20, 10, 5, 2]"
43,8.29677711973906,ADAM,"[35, 30, 20, 10, 5, 2]"
44,7.705497118407061,ADAM,"[35, 30, 20, 10, 5, 2]"
45,7.41077373137497,ADAM,"[35, 30, 20, 10, 5, 2]"
46,7.10518988963412,ADAM,"[35, 30, 20, 10, 5, 2]"
47,7.182487850944249,ADAM,"[35, 30, 20, 10, 5, 2]"
48,6.975731876344937,ADAM,"[35, 30, 20, 10, 5, 2]"
49,8.4612092721177,ADAM,"[35, 30, 20, 10, 5, 2]"
50,8.010589981684975,ADAM,"[35, 30, 20, 10, 5, 2]"
51,6.600406874599347,ADAM,"[35, 30, 20, 10, 5, 2]"
52,6.63052024071973,ADAM,"[35, 30, 20, 10, 5, 2]"
53,7.462011325677928,ADAM,"[35, 30, 20, 10, 5, 2]"
54,7.146059735476585,ADAM,"[35, 30, 20, 10, 5, 2]"
55,6.643139402267285,ADAM,"[35, 30, 20, 10, 5, 2]"
56,7.672698070231982,ADAM,"[35, 30, 20, 10, 5, 2]"
57,7.346554281659073,ADAM,"[35, 30, 20, 10, 5, 2]"
58,7.833734087315855,ADAM,"[35, 30, 20, 10, 5, 2]"
59,7.821767868559434,ADAM,"[35, 30, 20, 10, 5, 2]"
60,6.958758837266933,ADAM,"[35, 30, 20, 10, 5, 2]"
61,6.834086261899535,ADAM,"[35, 30, 20, 10, 5, 2]"
62,6.543380232721523,ADAM,"[35, 30, 20, 10, 5, 2]"
63,8.113133360096462,ADAM,"[35, 30, 20, 10, 5, 2]"
64,8.063128889647702,ADAM,"[35, 30, 20, 10, 5, 2]"
65,7.947105507351068,ADAM,"[35, 30, 20, 10, 5, 2]"
66,8.574135178290607,ADAM,"[35, 30, 20, 10, 5, 2]"
67,8.473698912176316,ADAM,"[35, 30, 20, 10, 5, 2]"
68,7.395145617083281,ADAM,"[35, 30, 20, 10, 5, 2]"
69,7.559337694502965,ADAM,"[35, 30, 20, 10, 5, 2]"
70,6.687266807324943,ADAM,"[35, 30, 20, 10, 5, 2]"
71,7.94890795728388,ADAM,"[35, 30, 20, 10, 5, 2]"
72,7.1403247310991835,ADAM,"[35, 30, 20, 10, 5, 2]"
73,7.09189700915516,ADAM,"[35, 30, 20, 10, 5, 2]"
74,7.866019792208135,ADAM,"[35, 30, 20, 10, 5, 2]"
75,7.199841350292538,ADAM,"[35, 30, 20, 10, 5, 2]"
76,7.917556046620873,ADAM,"[35, 30, 20, 10, 5, 2]"
77,8.048968668882408,ADAM,"[35, 30, 20, 10, 5, 2]"
78,6.813583416783186,ADAM,"[35, 30, 20, 10, 5, 2]"
