Epoch,Error,Optimizer,Architecture
32,4.146045312110048,ADAM,"[35, 30, 20, 10, 5, 2]"
33,3.752742004189629,ADAM,"[35, 30, 20, 10, 5, 2]"
34,3.7819803554012204,ADAM,"[35, 30, 20, 10, 5, 2]"
35,4.304845544282795,ADAM,"[35, 30, 20, 10, 5, 2]"
36,3.9582839278367072,ADAM,"[35, 30, 20, 10, 5, 2]"
37,3.7935491014841762,ADAM,"[35, 30, 20, 10, 5, 2]"
38,3.859470762426165,ADAM,"[35, 30, 20, 10, 5, 2]"
39,3.645294438080397,ADAM,"[35, 30, 20, 10, 5, 2]"
40,4.005768855570864,ADAM,"[35, 30, 20, 10, 5, 2]"
41,3.790902646462064,ADAM,"[35, 30, 20, 10, 5, 2]"
42,4.010297109654492,ADAM,"[35, 30, 20, 10, 5, 2]"
43,4.0972135481864385,ADAM,"[35, 30, 20, 10, 5, 2]"
44,3.8848477408387554,ADAM,"[35, 30, 20, 10, 5, 2]"
45,3.885419946479577,ADAM,"[35, 30, 20, 10, 5, 2]"
46,3.7462500015856124,ADAM,"[35, 30, 20, 10, 5, 2]"
47,3.6271590088169416,ADAM,"[35, 30, 20, 10, 5, 2]"
48,3.8320890409269532,ADAM,"[35, 30, 20, 10, 5, 2]"
49,3.6929777510958397,ADAM,"[35, 30, 20, 10, 5, 2]"
50,3.849349736775547,ADAM,"[35, 30, 20, 10, 5, 2]"
51,3.7579023809432317,ADAM,"[35, 30, 20, 10, 5, 2]"
52,3.8683651242402415,ADAM,"[35, 30, 20, 10, 5, 2]"
53,3.759124904644768,ADAM,"[35, 30, 20, 10, 5, 2]"
54,3.6595882394706867,ADAM,"[35, 30, 20, 10, 5, 2]"
55,3.6787223118040955,ADAM,"[35, 30, 20, 10, 5, 2]"
56,3.72307796557819,ADAM,"[35, 30, 20, 10, 5, 2]"
57,3.8545330824741417,ADAM,"[35, 30, 20, 10, 5, 2]"
58,3.6477056913070682,ADAM,"[35, 30, 20, 10, 5, 2]"
59,3.867298951117742,ADAM,"[35, 30, 20, 10, 5, 2]"
60,4.014663400802774,ADAM,"[35, 30, 20, 10, 5, 2]"
61,3.8751389217298966,ADAM,"[35, 30, 20, 10, 5, 2]"
62,3.7762651010960653,ADAM,"[35, 30, 20, 10, 5, 2]"
63,3.5847764266025623,ADAM,"[35, 30, 20, 10, 5, 2]"
64,3.809368929350863,ADAM,"[35, 30, 20, 10, 5, 2]"
65,3.868982745046556,ADAM,"[35, 30, 20, 10, 5, 2]"
66,3.6337616636068764,ADAM,"[35, 30, 20, 10, 5, 2]"
67,3.727816711811358,ADAM,"[35, 30, 20, 10, 5, 2]"
68,3.6537980690750897,ADAM,"[35, 30, 20, 10, 5, 2]"
69,3.5738636561531383,ADAM,"[35, 30, 20, 10, 5, 2]"
70,3.5847849114880375,ADAM,"[35, 30, 20, 10, 5, 2]"
71,3.7156136695864626,ADAM,"[35, 30, 20, 10, 5, 2]"
72,3.548733644895297,ADAM,"[35, 30, 20, 10, 5, 2]"
73,3.817888183448653,ADAM,"[35, 30, 20, 10, 5, 2]"
74,4.006586822621203,ADAM,"[35, 30, 20, 10, 5, 2]"
75,3.797520192168994,ADAM,"[35, 30, 20, 10, 5, 2]"
76,3.627113759761583,ADAM,"[35, 30, 20, 10, 5, 2]"
77,3.6853343450799576,ADAM,"[35, 30, 20, 10, 5, 2]"
78,3.7055692626602776,ADAM,"[35, 30, 20, 10, 5, 2]"
79,3.8310277975114957,ADAM,"[35, 30, 20, 10, 5, 2]"
80,3.6359783595537647,ADAM,"[35, 30, 20, 10, 5, 2]"
81,3.7999112723964252,ADAM,"[35, 30, 20, 10, 5, 2]"
82,3.7959015487549648,ADAM,"[35, 30, 20, 10, 5, 2]"
83,3.5759465569912696,ADAM,"[35, 30, 20, 10, 5, 2]"
84,3.9748492026032305,ADAM,"[35, 30, 20, 10, 5, 2]"
85,3.7685484630984245,ADAM,"[35, 30, 20, 10, 5, 2]"
86,3.8220985806846834,ADAM,"[35, 30, 20, 10, 5, 2]"
87,3.777360290780021,ADAM,"[35, 30, 20, 10, 5, 2]"
88,3.4908518262524746,ADAM,"[35, 30, 20, 10, 5, 2]"
89,3.7231444380957255,ADAM,"[35, 30, 20, 10, 5, 2]"
90,3.719068051775622,ADAM,"[35, 30, 20, 10, 5, 2]"
91,3.8579217386184688,ADAM,"[35, 30, 20, 10, 5, 2]"
92,3.8605435143163143,ADAM,"[35, 30, 20, 10, 5, 2]"
93,3.514329842376301,ADAM,"[35, 30, 20, 10, 5, 2]"
94,3.6689081249458315,ADAM,"[35, 30, 20, 10, 5, 2]"
95,3.666425761666149,ADAM,"[35, 30, 20, 10, 5, 2]"
96,3.6835240142600654,ADAM,"[35, 30, 20, 10, 5, 2]"
97,3.6817543072825627,ADAM,"[35, 30, 20, 10, 5, 2]"
98,3.5286372220529922,ADAM,"[35, 30, 20, 10, 5, 2]"
99,3.4568435326985134,ADAM,"[35, 30, 20, 10, 5, 2]"
100,3.452062598992902,ADAM,"[35, 30, 20, 10, 5, 2]"
101,3.667112195629988,ADAM,"[35, 30, 20, 10, 5, 2]"
102,3.6121914917798565,ADAM,"[35, 30, 20, 10, 5, 2]"
103,3.653809236487237,ADAM,"[35, 30, 20, 10, 5, 2]"
104,3.6710906166669885,ADAM,"[35, 30, 20, 10, 5, 2]"
105,3.4508898131787626,ADAM,"[35, 30, 20, 10, 5, 2]"
106,3.4694885162047258,ADAM,"[35, 30, 20, 10, 5, 2]"
107,3.5779251813134265,ADAM,"[35, 30, 20, 10, 5, 2]"
108,3.6029982524362865,ADAM,"[35, 30, 20, 10, 5, 2]"
109,3.7801668213904063,ADAM,"[35, 30, 20, 10, 5, 2]"
110,3.63036725741051,ADAM,"[35, 30, 20, 10, 5, 2]"
111,3.536219401407795,ADAM,"[35, 30, 20, 10, 5, 2]"
112,3.6069870691225523,ADAM,"[35, 30, 20, 10, 5, 2]"
113,3.777334776991224,ADAM,"[35, 30, 20, 10, 5, 2]"
114,3.839330719073813,ADAM,"[35, 30, 20, 10, 5, 2]"
115,3.5381851652347676,ADAM,"[35, 30, 20, 10, 5, 2]"
116,3.2737976482195146,ADAM,"[35, 30, 20, 10, 5, 2]"
117,3.583776487483572,ADAM,"[35, 30, 20, 10, 5, 2]"
118,3.753073173481672,ADAM,"[35, 30, 20, 10, 5, 2]"
119,3.577938331400632,ADAM,"[35, 30, 20, 10, 5, 2]"
120,3.5599753558848275,ADAM,"[35, 30, 20, 10, 5, 2]"
121,3.3870935780536326,ADAM,"[35, 30, 20, 10, 5, 2]"
122,3.6186352423583634,ADAM,"[35, 30, 20, 10, 5, 2]"
123,3.7472711238953673,ADAM,"[35, 30, 20, 10, 5, 2]"
124,3.7727887564175404,ADAM,"[35, 30, 20, 10, 5, 2]"
125,3.713997596776012,ADAM,"[35, 30, 20, 10, 5, 2]"
126,3.6120502290634566,ADAM,"[35, 30, 20, 10, 5, 2]"
127,3.691053164793433,ADAM,"[35, 30, 20, 10, 5, 2]"
128,3.7567308150462404,ADAM,"[35, 30, 20, 10, 5, 2]"
129,3.8680578830230705,ADAM,"[35, 30, 20, 10, 5, 2]"
130,3.8586851400318203,ADAM,"[35, 30, 20, 10, 5, 2]"
131,3.7100396742882897,ADAM,"[35, 30, 20, 10, 5, 2]"
132,3.5525658384092615,ADAM,"[35, 30, 20, 10, 5, 2]"
133,3.5840405824956667,ADAM,"[35, 30, 20, 10, 5, 2]"
134,3.7936588628639436,ADAM,"[35, 30, 20, 10, 5, 2]"
135,3.761654270610828,ADAM,"[35, 30, 20, 10, 5, 2]"
136,3.8353027222811664,ADAM,"[35, 30, 20, 10, 5, 2]"
137,3.978430953398974,ADAM,"[35, 30, 20, 10, 5, 2]"
138,3.5740497226292773,ADAM,"[35, 30, 20, 10, 5, 2]"
139,3.436624863896866,ADAM,"[35, 30, 20, 10, 5, 2]"
140,3.666598118172963,ADAM,"[35, 30, 20, 10, 5, 2]"
141,3.712874976471586,ADAM,"[35, 30, 20, 10, 5, 2]"
142,3.6018837129226173,ADAM,"[35, 30, 20, 10, 5, 2]"
143,3.606833462521037,ADAM,"[35, 30, 20, 10, 5, 2]"
144,3.901211105985297,ADAM,"[35, 30, 20, 10, 5, 2]"
145,3.9854394484180333,ADAM,"[35, 30, 20, 10, 5, 2]"
146,3.7048442951329825,ADAM,"[35, 30, 20, 10, 5, 2]"
147,3.775313395211086,ADAM,"[35, 30, 20, 10, 5, 2]"
148,3.9225573808731014,ADAM,"[35, 30, 20, 10, 5, 2]"
149,3.679432152436221,ADAM,"[35, 30, 20, 10, 5, 2]"
150,3.663086393907232,ADAM,"[35, 30, 20, 10, 5, 2]"
151,3.568858692807106,ADAM,"[35, 30, 20, 10, 5, 2]"
152,3.5973753976225424,ADAM,"[35, 30, 20, 10, 5, 2]"
153,3.660338708281256,ADAM,"[35, 30, 20, 10, 5, 2]"
154,3.6733699127353625,ADAM,"[35, 30, 20, 10, 5, 2]"
155,3.8008690075988283,ADAM,"[35, 30, 20, 10, 5, 2]"
156,3.8216324123327037,ADAM,"[35, 30, 20, 10, 5, 2]"
157,3.543067729218623,ADAM,"[35, 30, 20, 10, 5, 2]"
158,3.5417553887883924,ADAM,"[35, 30, 20, 10, 5, 2]"
159,3.628227614844616,ADAM,"[35, 30, 20, 10, 5, 2]"
160,3.5249369146882334,ADAM,"[35, 30, 20, 10, 5, 2]"
161,3.5743242846926453,ADAM,"[35, 30, 20, 10, 5, 2]"
162,3.5348473739573634,ADAM,"[35, 30, 20, 10, 5, 2]"
163,3.722557512601304,ADAM,"[35, 30, 20, 10, 5, 2]"
164,3.68248685816211,ADAM,"[35, 30, 20, 10, 5, 2]"
165,3.810592228114324,ADAM,"[35, 30, 20, 10, 5, 2]"
166,3.9557510808794074,ADAM,"[35, 30, 20, 10, 5, 2]"
167,3.698582626804936,ADAM,"[35, 30, 20, 10, 5, 2]"
168,3.648757376889663,ADAM,"[35, 30, 20, 10, 5, 2]"
169,3.912267116925262,ADAM,"[35, 30, 20, 10, 5, 2]"
170,3.752403528686772,ADAM,"[35, 30, 20, 10, 5, 2]"
171,3.6978706574971207,ADAM,"[35, 30, 20, 10, 5, 2]"
172,3.8968148658843607,ADAM,"[35, 30, 20, 10, 5, 2]"
173,3.8352882656032334,ADAM,"[35, 30, 20, 10, 5, 2]"
174,3.541655792931127,ADAM,"[35, 30, 20, 10, 5, 2]"
175,3.6385207154469272,ADAM,"[35, 30, 20, 10, 5, 2]"
176,3.803856329720087,ADAM,"[35, 30, 20, 10, 5, 2]"
177,3.7793496561717217,ADAM,"[35, 30, 20, 10, 5, 2]"
178,3.636964813261081,ADAM,"[35, 30, 20, 10, 5, 2]"
179,3.6921878901015157,ADAM,"[35, 30, 20, 10, 5, 2]"
180,3.692394995956107,ADAM,"[35, 30, 20, 10, 5, 2]"
181,3.5828705940897625,ADAM,"[35, 30, 20, 10, 5, 2]"
182,3.5985373477489846,ADAM,"[35, 30, 20, 10, 5, 2]"
183,3.4317846963635463,ADAM,"[35, 30, 20, 10, 5, 2]"
184,3.468048734885751,ADAM,"[35, 30, 20, 10, 5, 2]"
185,3.5454966936006733,ADAM,"[35, 30, 20, 10, 5, 2]"
186,3.5866973339994845,ADAM,"[35, 30, 20, 10, 5, 2]"
187,3.74237731923837,ADAM,"[35, 30, 20, 10, 5, 2]"
188,3.71132926824863,ADAM,"[35, 30, 20, 10, 5, 2]"
189,3.6642149821829464,ADAM,"[35, 30, 20, 10, 5, 2]"
190,3.75905981284831,ADAM,"[35, 30, 20, 10, 5, 2]"
191,3.869190642319119,ADAM,"[35, 30, 20, 10, 5, 2]"
192,3.735749535189832,ADAM,"[35, 30, 20, 10, 5, 2]"
193,3.436401472144246,ADAM,"[35, 30, 20, 10, 5, 2]"
194,3.702410313628254,ADAM,"[35, 30, 20, 10, 5, 2]"
195,3.648824622801509,ADAM,"[35, 30, 20, 10, 5, 2]"
196,3.5045617128380187,ADAM,"[35, 30, 20, 10, 5, 2]"
197,3.3718278665390757,ADAM,"[35, 30, 20, 10, 5, 2]"
198,3.575726846433789,ADAM,"[35, 30, 20, 10, 5, 2]"
199,3.5501295951111174,ADAM,"[35, 30, 20, 10, 5, 2]"
200,3.4425173075587128,ADAM,"[35, 30, 20, 10, 5, 2]"
201,3.7214064944249565,ADAM,"[35, 30, 20, 10, 5, 2]"
202,3.7111091102753924,ADAM,"[35, 30, 20, 10, 5, 2]"
203,3.645522675649658,ADAM,"[35, 30, 20, 10, 5, 2]"
204,3.5822232382921846,ADAM,"[35, 30, 20, 10, 5, 2]"
205,3.6962422336931264,ADAM,"[35, 30, 20, 10, 5, 2]"
206,3.593267938380117,ADAM,"[35, 30, 20, 10, 5, 2]"
207,3.6076515454443188,ADAM,"[35, 30, 20, 10, 5, 2]"
208,3.496998173364853,ADAM,"[35, 30, 20, 10, 5, 2]"
209,3.5893567822072177,ADAM,"[35, 30, 20, 10, 5, 2]"
210,3.474270972147134,ADAM,"[35, 30, 20, 10, 5, 2]"
211,3.5535152064633513,ADAM,"[35, 30, 20, 10, 5, 2]"
212,3.6454343743060225,ADAM,"[35, 30, 20, 10, 5, 2]"
213,3.4973287593313502,ADAM,"[35, 30, 20, 10, 5, 2]"
214,3.794977337549714,ADAM,"[35, 30, 20, 10, 5, 2]"
215,3.7269468070290137,ADAM,"[35, 30, 20, 10, 5, 2]"
216,3.521894896487922,ADAM,"[35, 30, 20, 10, 5, 2]"
217,3.5817146285288555,ADAM,"[35, 30, 20, 10, 5, 2]"
218,3.698186263847639,ADAM,"[35, 30, 20, 10, 5, 2]"
219,3.6967734084264854,ADAM,"[35, 30, 20, 10, 5, 2]"
220,3.5934330952092375,ADAM,"[35, 30, 20, 10, 5, 2]"
221,3.525859910983412,ADAM,"[35, 30, 20, 10, 5, 2]"
222,3.7179012625947254,ADAM,"[35, 30, 20, 10, 5, 2]"
223,3.630286375499917,ADAM,"[35, 30, 20, 10, 5, 2]"
224,3.4311616039183526,ADAM,"[35, 30, 20, 10, 5, 2]"
225,3.485017894793372,ADAM,"[35, 30, 20, 10, 5, 2]"
226,3.5881068618359815,ADAM,"[35, 30, 20, 10, 5, 2]"
227,3.7715191237025305,ADAM,"[35, 30, 20, 10, 5, 2]"
228,3.855831851023274,ADAM,"[35, 30, 20, 10, 5, 2]"
229,3.661512713037187,ADAM,"[35, 30, 20, 10, 5, 2]"
230,3.5655798947527635,ADAM,"[35, 30, 20, 10, 5, 2]"
231,3.3770700130285807,ADAM,"[35, 30, 20, 10, 5, 2]"
232,3.589689905917182,ADAM,"[35, 30, 20, 10, 5, 2]"
233,3.557036348519793,ADAM,"[35, 30, 20, 10, 5, 2]"
234,3.4653039916708552,ADAM,"[35, 30, 20, 10, 5, 2]"
235,3.758009731644518,ADAM,"[35, 30, 20, 10, 5, 2]"
236,3.51790706908041,ADAM,"[35, 30, 20, 10, 5, 2]"
237,3.514969584653038,ADAM,"[35, 30, 20, 10, 5, 2]"
238,3.6499322924444697,ADAM,"[35, 30, 20, 10, 5, 2]"
239,3.552429067904224,ADAM,"[35, 30, 20, 10, 5, 2]"
240,3.6363783414343764,ADAM,"[35, 30, 20, 10, 5, 2]"
241,3.5775190731651167,ADAM,"[35, 30, 20, 10, 5, 2]"
242,3.65169318708731,ADAM,"[35, 30, 20, 10, 5, 2]"
243,3.82975244030662,ADAM,"[35, 30, 20, 10, 5, 2]"
244,3.5368640455853355,ADAM,"[35, 30, 20, 10, 5, 2]"
245,3.6717349701922086,ADAM,"[35, 30, 20, 10, 5, 2]"
246,3.7792240209217547,ADAM,"[35, 30, 20, 10, 5, 2]"
247,3.6197078090225348,ADAM,"[35, 30, 20, 10, 5, 2]"
248,3.4739350327888876,ADAM,"[35, 30, 20, 10, 5, 2]"
249,3.438791106643726,ADAM,"[35, 30, 20, 10, 5, 2]"
250,3.4722520075635783,ADAM,"[35, 30, 20, 10, 5, 2]"
251,3.5563233787174315,ADAM,"[35, 30, 20, 10, 5, 2]"
252,3.785511147364442,ADAM,"[35, 30, 20, 10, 5, 2]"
253,3.5837816418474477,ADAM,"[35, 30, 20, 10, 5, 2]"
254,3.50427627225355,ADAM,"[35, 30, 20, 10, 5, 2]"
255,3.8556528136154338,ADAM,"[35, 30, 20, 10, 5, 2]"
256,3.5708896062772193,ADAM,"[35, 30, 20, 10, 5, 2]"
257,3.623984362633919,ADAM,"[35, 30, 20, 10, 5, 2]"
258,3.607895697584514,ADAM,"[35, 30, 20, 10, 5, 2]"
259,3.5805667118520974,ADAM,"[35, 30, 20, 10, 5, 2]"
260,3.5031518465963987,ADAM,"[35, 30, 20, 10, 5, 2]"
261,3.7257580730207316,ADAM,"[35, 30, 20, 10, 5, 2]"
262,3.6402560534245803,ADAM,"[35, 30, 20, 10, 5, 2]"
263,3.3652201736128293,ADAM,"[35, 30, 20, 10, 5, 2]"
264,3.524558695619623,ADAM,"[35, 30, 20, 10, 5, 2]"
265,3.977035102427278,ADAM,"[35, 30, 20, 10, 5, 2]"
266,3.8244997010222828,ADAM,"[35, 30, 20, 10, 5, 2]"
267,3.282977854134995,ADAM,"[35, 30, 20, 10, 5, 2]"
268,3.5398973093189063,ADAM,"[35, 30, 20, 10, 5, 2]"
269,3.7297459647499283,ADAM,"[35, 30, 20, 10, 5, 2]"
270,3.528555517980882,ADAM,"[35, 30, 20, 10, 5, 2]"
271,3.652058544806397,ADAM,"[35, 30, 20, 10, 5, 2]"
272,3.623875752004659,ADAM,"[35, 30, 20, 10, 5, 2]"
273,3.6936414925378873,ADAM,"[35, 30, 20, 10, 5, 2]"
274,3.8286854415141853,ADAM,"[35, 30, 20, 10, 5, 2]"
275,3.7243428386933286,ADAM,"[35, 30, 20, 10, 5, 2]"
276,3.3788852373493308,ADAM,"[35, 30, 20, 10, 5, 2]"
277,3.46902835168726,ADAM,"[35, 30, 20, 10, 5, 2]"
278,3.648344273718516,ADAM,"[35, 30, 20, 10, 5, 2]"
279,3.6338640188307276,ADAM,"[35, 30, 20, 10, 5, 2]"
280,3.420804882846489,ADAM,"[35, 30, 20, 10, 5, 2]"
281,3.5053021367363892,ADAM,"[35, 30, 20, 10, 5, 2]"
282,3.373202447352106,ADAM,"[35, 30, 20, 10, 5, 2]"
283,3.386471624014458,ADAM,"[35, 30, 20, 10, 5, 2]"
284,3.5160553980115554,ADAM,"[35, 30, 20, 10, 5, 2]"
285,3.3422437699117986,ADAM,"[35, 30, 20, 10, 5, 2]"
286,3.4370632707290025,ADAM,"[35, 30, 20, 10, 5, 2]"
287,3.599332394409497,ADAM,"[35, 30, 20, 10, 5, 2]"
288,3.5974406445879534,ADAM,"[35, 30, 20, 10, 5, 2]"
289,3.495749013608337,ADAM,"[35, 30, 20, 10, 5, 2]"
290,3.2043402121468567,ADAM,"[35, 30, 20, 10, 5, 2]"
291,3.3290355289099987,ADAM,"[35, 30, 20, 10, 5, 2]"
292,3.4245115536204827,ADAM,"[35, 30, 20, 10, 5, 2]"
293,3.398168819742493,ADAM,"[35, 30, 20, 10, 5, 2]"
294,3.4681997289164817,ADAM,"[35, 30, 20, 10, 5, 2]"
295,3.623908827526178,ADAM,"[35, 30, 20, 10, 5, 2]"
296,3.6513748966791706,ADAM,"[35, 30, 20, 10, 5, 2]"
297,3.7615895055873683,ADAM,"[35, 30, 20, 10, 5, 2]"
298,3.5949150330318114,ADAM,"[35, 30, 20, 10, 5, 2]"
299,3.4853932456382877,ADAM,"[35, 30, 20, 10, 5, 2]"
300,3.491549434314601,ADAM,"[35, 30, 20, 10, 5, 2]"
301,3.7392217871281925,ADAM,"[35, 30, 20, 10, 5, 2]"
302,3.543517720607747,ADAM,"[35, 30, 20, 10, 5, 2]"
303,3.405479185266709,ADAM,"[35, 30, 20, 10, 5, 2]"
304,3.392314678149187,ADAM,"[35, 30, 20, 10, 5, 2]"
305,3.5691589733858207,ADAM,"[35, 30, 20, 10, 5, 2]"
306,3.591215181285458,ADAM,"[35, 30, 20, 10, 5, 2]"
307,3.565746603246616,ADAM,"[35, 30, 20, 10, 5, 2]"
308,3.6045520793676347,ADAM,"[35, 30, 20, 10, 5, 2]"
309,3.617467415594882,ADAM,"[35, 30, 20, 10, 5, 2]"
310,3.5748607823424132,ADAM,"[35, 30, 20, 10, 5, 2]"
311,3.4710304446401357,ADAM,"[35, 30, 20, 10, 5, 2]"
312,3.602699768925282,ADAM,"[35, 30, 20, 10, 5, 2]"
313,3.684878827718933,ADAM,"[35, 30, 20, 10, 5, 2]"
314,3.440701905305947,ADAM,"[35, 30, 20, 10, 5, 2]"
315,3.3501176435599933,ADAM,"[35, 30, 20, 10, 5, 2]"
316,3.4107598693069794,ADAM,"[35, 30, 20, 10, 5, 2]"
317,3.6650773588143157,ADAM,"[35, 30, 20, 10, 5, 2]"
318,3.6627741033146743,ADAM,"[35, 30, 20, 10, 5, 2]"
319,3.4609488275084113,ADAM,"[35, 30, 20, 10, 5, 2]"
320,3.3438051869608776,ADAM,"[35, 30, 20, 10, 5, 2]"
321,3.73661396761628,ADAM,"[35, 30, 20, 10, 5, 2]"
322,3.613440105395367,ADAM,"[35, 30, 20, 10, 5, 2]"
323,3.490844638833273,ADAM,"[35, 30, 20, 10, 5, 2]"
324,3.5592703274994877,ADAM,"[35, 30, 20, 10, 5, 2]"
325,3.6333257428964925,ADAM,"[35, 30, 20, 10, 5, 2]"
326,3.3291738389461454,ADAM,"[35, 30, 20, 10, 5, 2]"
327,3.4993743818664,ADAM,"[35, 30, 20, 10, 5, 2]"
328,3.725366752368654,ADAM,"[35, 30, 20, 10, 5, 2]"
329,3.42172307910586,ADAM,"[35, 30, 20, 10, 5, 2]"
330,3.4353999969533047,ADAM,"[35, 30, 20, 10, 5, 2]"
331,3.428442765013925,ADAM,"[35, 30, 20, 10, 5, 2]"
332,3.5272371340018736,ADAM,"[35, 30, 20, 10, 5, 2]"
333,3.3959067498337276,ADAM,"[35, 30, 20, 10, 5, 2]"
334,3.406936391226163,ADAM,"[35, 30, 20, 10, 5, 2]"
335,3.712231864997161,ADAM,"[35, 30, 20, 10, 5, 2]"
336,3.5992963791552377,ADAM,"[35, 30, 20, 10, 5, 2]"
337,3.2827271129781517,ADAM,"[35, 30, 20, 10, 5, 2]"
338,3.4155050658152786,ADAM,"[35, 30, 20, 10, 5, 2]"
339,3.6463199035809755,ADAM,"[35, 30, 20, 10, 5, 2]"
340,3.4655400441575503,ADAM,"[35, 30, 20, 10, 5, 2]"
341,3.5738691358642387,ADAM,"[35, 30, 20, 10, 5, 2]"
342,3.494440569907083,ADAM,"[35, 30, 20, 10, 5, 2]"
343,3.5430821115232245,ADAM,"[35, 30, 20, 10, 5, 2]"
344,3.538257581618474,ADAM,"[35, 30, 20, 10, 5, 2]"
345,3.4631119470878864,ADAM,"[35, 30, 20, 10, 5, 2]"
346,3.446942729450803,ADAM,"[35, 30, 20, 10, 5, 2]"
347,3.306672752411149,ADAM,"[35, 30, 20, 10, 5, 2]"
348,3.4847961590493512,ADAM,"[35, 30, 20, 10, 5, 2]"
349,3.4817673652210583,ADAM,"[35, 30, 20, 10, 5, 2]"
350,3.4370412400394437,ADAM,"[35, 30, 20, 10, 5, 2]"
351,3.2465000183584123,ADAM,"[35, 30, 20, 10, 5, 2]"
352,3.5103200464837427,ADAM,"[35, 30, 20, 10, 5, 2]"
353,3.3649344469555214,ADAM,"[35, 30, 20, 10, 5, 2]"
354,3.1528410388056103,ADAM,"[35, 30, 20, 10, 5, 2]"
355,3.08860793512872,ADAM,"[35, 30, 20, 10, 5, 2]"
356,3.4082423531339487,ADAM,"[35, 30, 20, 10, 5, 2]"
357,3.2297978004369745,ADAM,"[35, 30, 20, 10, 5, 2]"
358,3.4745286169885903,ADAM,"[35, 30, 20, 10, 5, 2]"
359,3.589905995850004,ADAM,"[35, 30, 20, 10, 5, 2]"
360,3.1813032740735174,ADAM,"[35, 30, 20, 10, 5, 2]"
361,3.3139900113966307,ADAM,"[35, 30, 20, 10, 5, 2]"
362,3.574055603132384,ADAM,"[35, 30, 20, 10, 5, 2]"
363,3.4034541817554858,ADAM,"[35, 30, 20, 10, 5, 2]"
364,3.288086840460161,ADAM,"[35, 30, 20, 10, 5, 2]"
365,3.1940659799814357,ADAM,"[35, 30, 20, 10, 5, 2]"
366,3.4140265146762405,ADAM,"[35, 30, 20, 10, 5, 2]"
367,3.1995988438731158,ADAM,"[35, 30, 20, 10, 5, 2]"
368,3.211649667989473,ADAM,"[35, 30, 20, 10, 5, 2]"
369,3.3420369076211043,ADAM,"[35, 30, 20, 10, 5, 2]"
370,3.3481619622111194,ADAM,"[35, 30, 20, 10, 5, 2]"
371,3.2555149837316257,ADAM,"[35, 30, 20, 10, 5, 2]"
372,3.0971951948811784,ADAM,"[35, 30, 20, 10, 5, 2]"
373,3.072276765051,ADAM,"[35, 30, 20, 10, 5, 2]"
374,3.2980348173898832,ADAM,"[35, 30, 20, 10, 5, 2]"
375,3.2575113082234672,ADAM,"[35, 30, 20, 10, 5, 2]"
376,3.227100907561628,ADAM,"[35, 30, 20, 10, 5, 2]"
377,3.0614160015174816,ADAM,"[35, 30, 20, 10, 5, 2]"
378,3.1760722608794434,ADAM,"[35, 30, 20, 10, 5, 2]"
379,3.1508265529844315,ADAM,"[35, 30, 20, 10, 5, 2]"
380,3.2961677495343435,ADAM,"[35, 30, 20, 10, 5, 2]"
