Epoch,Error,Optimizer,Architecture
215,12,ADAM,"[35, 30, 20, 10, 5, 2]"
216,14,ADAM,"[35, 30, 20, 10, 5, 2]"
217,13,ADAM,"[35, 30, 20, 10, 5, 2]"
218,13,ADAM,"[35, 30, 20, 10, 5, 2]"
219,13,ADAM,"[35, 30, 20, 10, 5, 2]"
220,13,ADAM,"[35, 30, 20, 10, 5, 2]"
221,14,ADAM,"[35, 30, 20, 10, 5, 2]"
222,14,ADAM,"[35, 30, 20, 10, 5, 2]"
223,13,ADAM,"[35, 30, 20, 10, 5, 2]"
224,12,ADAM,"[35, 30, 20, 10, 5, 2]"
225,12,ADAM,"[35, 30, 20, 10, 5, 2]"
226,13,ADAM,"[35, 30, 20, 10, 5, 2]"
227,12,ADAM,"[35, 30, 20, 10, 5, 2]"
228,15,ADAM,"[35, 30, 20, 10, 5, 2]"
229,12,ADAM,"[35, 30, 20, 10, 5, 2]"
230,14,ADAM,"[35, 30, 20, 10, 5, 2]"
231,13,ADAM,"[35, 30, 20, 10, 5, 2]"
232,13,ADAM,"[35, 30, 20, 10, 5, 2]"
233,13,ADAM,"[35, 30, 20, 10, 5, 2]"
234,13,ADAM,"[35, 30, 20, 10, 5, 2]"
235,14,ADAM,"[35, 30, 20, 10, 5, 2]"
236,12,ADAM,"[35, 30, 20, 10, 5, 2]"
237,11,ADAM,"[35, 30, 20, 10, 5, 2]"
238,13,ADAM,"[35, 30, 20, 10, 5, 2]"
239,14,ADAM,"[35, 30, 20, 10, 5, 2]"
240,12,ADAM,"[35, 30, 20, 10, 5, 2]"
241,14,ADAM,"[35, 30, 20, 10, 5, 2]"
242,13,ADAM,"[35, 30, 20, 10, 5, 2]"
243,12,ADAM,"[35, 30, 20, 10, 5, 2]"
244,12,ADAM,"[35, 30, 20, 10, 5, 2]"
245,12,ADAM,"[35, 30, 20, 10, 5, 2]"
246,13,ADAM,"[35, 30, 20, 10, 5, 2]"
247,13,ADAM,"[35, 30, 20, 10, 5, 2]"
248,11,ADAM,"[35, 30, 20, 10, 5, 2]"
249,13,ADAM,"[35, 30, 20, 10, 5, 2]"
250,12,ADAM,"[35, 30, 20, 10, 5, 2]"
251,15,ADAM,"[35, 30, 20, 10, 5, 2]"
252,13,ADAM,"[35, 30, 20, 10, 5, 2]"
253,12,ADAM,"[35, 30, 20, 10, 5, 2]"
254,13,ADAM,"[35, 30, 20, 10, 5, 2]"
255,13,ADAM,"[35, 30, 20, 10, 5, 2]"
256,12,ADAM,"[35, 30, 20, 10, 5, 2]"
257,11,ADAM,"[35, 30, 20, 10, 5, 2]"
258,14,ADAM,"[35, 30, 20, 10, 5, 2]"
259,12,ADAM,"[35, 30, 20, 10, 5, 2]"
260,13,ADAM,"[35, 30, 20, 10, 5, 2]"
261,15,ADAM,"[35, 30, 20, 10, 5, 2]"
262,13,ADAM,"[35, 30, 20, 10, 5, 2]"
263,13,ADAM,"[35, 30, 20, 10, 5, 2]"
264,12,ADAM,"[35, 30, 20, 10, 5, 2]"
265,11,ADAM,"[35, 30, 20, 10, 5, 2]"
266,12,ADAM,"[35, 30, 20, 10, 5, 2]"
267,14,ADAM,"[35, 30, 20, 10, 5, 2]"
268,14,ADAM,"[35, 30, 20, 10, 5, 2]"
269,13,ADAM,"[35, 30, 20, 10, 5, 2]"
270,11,ADAM,"[35, 30, 20, 10, 5, 2]"
271,12,ADAM,"[35, 30, 20, 10, 5, 2]"
272,12,ADAM,"[35, 30, 20, 10, 5, 2]"
273,11,ADAM,"[35, 30, 20, 10, 5, 2]"
274,11,ADAM,"[35, 30, 20, 10, 5, 2]"
275,12,ADAM,"[35, 30, 20, 10, 5, 2]"
276,12,ADAM,"[35, 30, 20, 10, 5, 2]"
277,11,ADAM,"[35, 30, 20, 10, 5, 2]"
278,11,ADAM,"[35, 30, 20, 10, 5, 2]"
279,11,ADAM,"[35, 30, 20, 10, 5, 2]"
280,11,ADAM,"[35, 30, 20, 10, 5, 2]"
281,11,ADAM,"[35, 30, 20, 10, 5, 2]"
282,11,ADAM,"[35, 30, 20, 10, 5, 2]"
283,13,ADAM,"[35, 30, 20, 10, 5, 2]"
284,12,ADAM,"[35, 30, 20, 10, 5, 2]"
285,12,ADAM,"[35, 30, 20, 10, 5, 2]"
286,11,ADAM,"[35, 30, 20, 10, 5, 2]"
287,13,ADAM,"[35, 30, 20, 10, 5, 2]"
288,11,ADAM,"[35, 30, 20, 10, 5, 2]"
289,10,ADAM,"[35, 30, 20, 10, 5, 2]"
290,12,ADAM,"[35, 30, 20, 10, 5, 2]"
291,12,ADAM,"[35, 30, 20, 10, 5, 2]"
292,11,ADAM,"[35, 30, 20, 10, 5, 2]"
293,10,ADAM,"[35, 30, 20, 10, 5, 2]"
294,11,ADAM,"[35, 30, 20, 10, 5, 2]"
295,10,ADAM,"[35, 30, 20, 10, 5, 2]"
296,11,ADAM,"[35, 30, 20, 10, 5, 2]"
297,11,ADAM,"[35, 30, 20, 10, 5, 2]"
298,11,ADAM,"[35, 30, 20, 10, 5, 2]"
299,11,ADAM,"[35, 30, 20, 10, 5, 2]"
300,12,ADAM,"[35, 30, 20, 10, 5, 2]"
301,13,ADAM,"[35, 30, 20, 10, 5, 2]"
302,10,ADAM,"[35, 30, 20, 10, 5, 2]"
303,11,ADAM,"[35, 30, 20, 10, 5, 2]"
304,10,ADAM,"[35, 30, 20, 10, 5, 2]"
305,12,ADAM,"[35, 30, 20, 10, 5, 2]"
306,12,ADAM,"[35, 30, 20, 10, 5, 2]"
307,12,ADAM,"[35, 30, 20, 10, 5, 2]"
308,11,ADAM,"[35, 30, 20, 10, 5, 2]"
309,12,ADAM,"[35, 30, 20, 10, 5, 2]"
310,11,ADAM,"[35, 30, 20, 10, 5, 2]"
311,10,ADAM,"[35, 30, 20, 10, 5, 2]"
312,9,ADAM,"[35, 30, 20, 10, 5, 2]"
313,11,ADAM,"[35, 30, 20, 10, 5, 2]"
314,14,ADAM,"[35, 30, 20, 10, 5, 2]"
315,12,ADAM,"[35, 30, 20, 10, 5, 2]"
316,11,ADAM,"[35, 30, 20, 10, 5, 2]"
317,10,ADAM,"[35, 30, 20, 10, 5, 2]"
318,11,ADAM,"[35, 30, 20, 10, 5, 2]"
319,12,ADAM,"[35, 30, 20, 10, 5, 2]"
320,10,ADAM,"[35, 30, 20, 10, 5, 2]"
321,11,ADAM,"[35, 30, 20, 10, 5, 2]"
322,13,ADAM,"[35, 30, 20, 10, 5, 2]"
323,12,ADAM,"[35, 30, 20, 10, 5, 2]"
324,12,ADAM,"[35, 30, 20, 10, 5, 2]"
325,13,ADAM,"[35, 30, 20, 10, 5, 2]"
326,15,ADAM,"[35, 30, 20, 10, 5, 2]"
327,9,ADAM,"[35, 30, 20, 10, 5, 2]"
328,12,ADAM,"[35, 30, 20, 10, 5, 2]"
329,11,ADAM,"[35, 30, 20, 10, 5, 2]"
330,11,ADAM,"[35, 30, 20, 10, 5, 2]"
331,12,ADAM,"[35, 30, 20, 10, 5, 2]"
332,9,ADAM,"[35, 30, 20, 10, 5, 2]"
333,11,ADAM,"[35, 30, 20, 10, 5, 2]"
334,11,ADAM,"[35, 30, 20, 10, 5, 2]"
335,10,ADAM,"[35, 30, 20, 10, 5, 2]"
336,10,ADAM,"[35, 30, 20, 10, 5, 2]"
337,11,ADAM,"[35, 30, 20, 10, 5, 2]"
338,10,ADAM,"[35, 30, 20, 10, 5, 2]"
339,12,ADAM,"[35, 30, 20, 10, 5, 2]"
340,11,ADAM,"[35, 30, 20, 10, 5, 2]"
341,11,ADAM,"[35, 30, 20, 10, 5, 2]"
342,10,ADAM,"[35, 30, 20, 10, 5, 2]"
343,11,ADAM,"[35, 30, 20, 10, 5, 2]"
344,11,ADAM,"[35, 30, 20, 10, 5, 2]"
345,9,ADAM,"[35, 30, 20, 10, 5, 2]"
346,10,ADAM,"[35, 30, 20, 10, 5, 2]"
347,9,ADAM,"[35, 30, 20, 10, 5, 2]"
348,10,ADAM,"[35, 30, 20, 10, 5, 2]"
349,9,ADAM,"[35, 30, 20, 10, 5, 2]"
350,9,ADAM,"[35, 30, 20, 10, 5, 2]"
351,9,ADAM,"[35, 30, 20, 10, 5, 2]"
352,10,ADAM,"[35, 30, 20, 10, 5, 2]"
353,10,ADAM,"[35, 30, 20, 10, 5, 2]"
354,9,ADAM,"[35, 30, 20, 10, 5, 2]"
355,9,ADAM,"[35, 30, 20, 10, 5, 2]"
356,10,ADAM,"[35, 30, 20, 10, 5, 2]"
357,9,ADAM,"[35, 30, 20, 10, 5, 2]"
358,11,ADAM,"[35, 30, 20, 10, 5, 2]"
359,10,ADAM,"[35, 30, 20, 10, 5, 2]"
360,11,ADAM,"[35, 30, 20, 10, 5, 2]"
361,11,ADAM,"[35, 30, 20, 10, 5, 2]"
362,13,ADAM,"[35, 30, 20, 10, 5, 2]"
363,10,ADAM,"[35, 30, 20, 10, 5, 2]"
364,12,ADAM,"[35, 30, 20, 10, 5, 2]"
365,11,ADAM,"[35, 30, 20, 10, 5, 2]"
366,10,ADAM,"[35, 30, 20, 10, 5, 2]"
367,12,ADAM,"[35, 30, 20, 10, 5, 2]"
368,10,ADAM,"[35, 30, 20, 10, 5, 2]"
369,9,ADAM,"[35, 30, 20, 10, 5, 2]"
370,11,ADAM,"[35, 30, 20, 10, 5, 2]"
371,10,ADAM,"[35, 30, 20, 10, 5, 2]"
372,9,ADAM,"[35, 30, 20, 10, 5, 2]"
373,9,ADAM,"[35, 30, 20, 10, 5, 2]"
374,9,ADAM,"[35, 30, 20, 10, 5, 2]"
375,8,ADAM,"[35, 30, 20, 10, 5, 2]"
376,10,ADAM,"[35, 30, 20, 10, 5, 2]"
377,8,ADAM,"[35, 30, 20, 10, 5, 2]"
378,11,ADAM,"[35, 30, 20, 10, 5, 2]"
379,9,ADAM,"[35, 30, 20, 10, 5, 2]"
380,10,ADAM,"[35, 30, 20, 10, 5, 2]"
381,10,ADAM,"[35, 30, 20, 10, 5, 2]"
382,11,ADAM,"[35, 30, 20, 10, 5, 2]"
383,10,ADAM,"[35, 30, 20, 10, 5, 2]"
384,10,ADAM,"[35, 30, 20, 10, 5, 2]"
385,11,ADAM,"[35, 30, 20, 10, 5, 2]"
386,10,ADAM,"[35, 30, 20, 10, 5, 2]"
387,9,ADAM,"[35, 30, 20, 10, 5, 2]"
388,10,ADAM,"[35, 30, 20, 10, 5, 2]"
389,11,ADAM,"[35, 30, 20, 10, 5, 2]"
390,8,ADAM,"[35, 30, 20, 10, 5, 2]"
391,11,ADAM,"[35, 30, 20, 10, 5, 2]"
392,12,ADAM,"[35, 30, 20, 10, 5, 2]"
393,10,ADAM,"[35, 30, 20, 10, 5, 2]"
394,10,ADAM,"[35, 30, 20, 10, 5, 2]"
395,11,ADAM,"[35, 30, 20, 10, 5, 2]"
396,9,ADAM,"[35, 30, 20, 10, 5, 2]"
397,10,ADAM,"[35, 30, 20, 10, 5, 2]"
398,11,ADAM,"[35, 30, 20, 10, 5, 2]"
399,10,ADAM,"[35, 30, 20, 10, 5, 2]"
400,10,ADAM,"[35, 30, 20, 10, 5, 2]"
401,11,ADAM,"[35, 30, 20, 10, 5, 2]"
402,9,ADAM,"[35, 30, 20, 10, 5, 2]"
403,9,ADAM,"[35, 30, 20, 10, 5, 2]"
404,12,ADAM,"[35, 30, 20, 10, 5, 2]"
405,11,ADAM,"[35, 30, 20, 10, 5, 2]"
406,10,ADAM,"[35, 30, 20, 10, 5, 2]"
407,10,ADAM,"[35, 30, 20, 10, 5, 2]"
408,11,ADAM,"[35, 30, 20, 10, 5, 2]"
409,9,ADAM,"[35, 30, 20, 10, 5, 2]"
410,10,ADAM,"[35, 30, 20, 10, 5, 2]"
411,10,ADAM,"[35, 30, 20, 10, 5, 2]"
412,8,ADAM,"[35, 30, 20, 10, 5, 2]"
413,10,ADAM,"[35, 30, 20, 10, 5, 2]"
414,12,ADAM,"[35, 30, 20, 10, 5, 2]"
415,8,ADAM,"[35, 30, 20, 10, 5, 2]"
416,9,ADAM,"[35, 30, 20, 10, 5, 2]"
417,11,ADAM,"[35, 30, 20, 10, 5, 2]"
418,12,ADAM,"[35, 30, 20, 10, 5, 2]"
419,9,ADAM,"[35, 30, 20, 10, 5, 2]"
420,9,ADAM,"[35, 30, 20, 10, 5, 2]"
421,10,ADAM,"[35, 30, 20, 10, 5, 2]"
422,11,ADAM,"[35, 30, 20, 10, 5, 2]"
423,9,ADAM,"[35, 30, 20, 10, 5, 2]"
424,11,ADAM,"[35, 30, 20, 10, 5, 2]"
425,9,ADAM,"[35, 30, 20, 10, 5, 2]"
426,12,ADAM,"[35, 30, 20, 10, 5, 2]"
427,9,ADAM,"[35, 30, 20, 10, 5, 2]"
428,10,ADAM,"[35, 30, 20, 10, 5, 2]"
429,10,ADAM,"[35, 30, 20, 10, 5, 2]"
430,11,ADAM,"[35, 30, 20, 10, 5, 2]"
431,9,ADAM,"[35, 30, 20, 10, 5, 2]"
432,9,ADAM,"[35, 30, 20, 10, 5, 2]"
433,9,ADAM,"[35, 30, 20, 10, 5, 2]"
434,11,ADAM,"[35, 30, 20, 10, 5, 2]"
435,10,ADAM,"[35, 30, 20, 10, 5, 2]"
436,10,ADAM,"[35, 30, 20, 10, 5, 2]"
437,10,ADAM,"[35, 30, 20, 10, 5, 2]"
438,9,ADAM,"[35, 30, 20, 10, 5, 2]"
439,11,ADAM,"[35, 30, 20, 10, 5, 2]"
440,11,ADAM,"[35, 30, 20, 10, 5, 2]"
441,10,ADAM,"[35, 30, 20, 10, 5, 2]"
442,9,ADAM,"[35, 30, 20, 10, 5, 2]"
443,12,ADAM,"[35, 30, 20, 10, 5, 2]"
444,11,ADAM,"[35, 30, 20, 10, 5, 2]"
445,9,ADAM,"[35, 30, 20, 10, 5, 2]"
446,8,ADAM,"[35, 30, 20, 10, 5, 2]"
447,9,ADAM,"[35, 30, 20, 10, 5, 2]"
448,8,ADAM,"[35, 30, 20, 10, 5, 2]"
449,10,ADAM,"[35, 30, 20, 10, 5, 2]"
450,10,ADAM,"[35, 30, 20, 10, 5, 2]"
451,10,ADAM,"[35, 30, 20, 10, 5, 2]"
452,11,ADAM,"[35, 30, 20, 10, 5, 2]"
453,11,ADAM,"[35, 30, 20, 10, 5, 2]"
454,10,ADAM,"[35, 30, 20, 10, 5, 2]"
455,10,ADAM,"[35, 30, 20, 10, 5, 2]"
456,10,ADAM,"[35, 30, 20, 10, 5, 2]"
457,9,ADAM,"[35, 30, 20, 10, 5, 2]"
458,10,ADAM,"[35, 30, 20, 10, 5, 2]"
459,12,ADAM,"[35, 30, 20, 10, 5, 2]"
460,11,ADAM,"[35, 30, 20, 10, 5, 2]"
461,9,ADAM,"[35, 30, 20, 10, 5, 2]"
462,10,ADAM,"[35, 30, 20, 10, 5, 2]"
463,10,ADAM,"[35, 30, 20, 10, 5, 2]"
464,9,ADAM,"[35, 30, 20, 10, 5, 2]"
