Epoch,Error,Optimizer,Architecture
0,23.693662884843544,ADAM,"[35, 30, 20, 10, 5, 2]"
1,16.787900906584632,ADAM,"[35, 30, 20, 10, 5, 2]"
2,12.752871189065091,ADAM,"[35, 30, 20, 10, 5, 2]"
3,10.41226290704034,ADAM,"[35, 30, 20, 10, 5, 2]"
4,11.807257728531582,ADAM,"[35, 30, 20, 10, 5, 2]"
5,9.455668950584867,ADAM,"[35, 30, 20, 10, 5, 2]"
6,8.512965398018665,ADAM,"[35, 30, 20, 10, 5, 2]"
7,11.323910467528504,ADAM,"[35, 30, 20, 10, 5, 2]"
8,8.970118741497219,ADAM,"[35, 30, 20, 10, 5, 2]"
9,9.41433423293149,ADAM,"[35, 30, 20, 10, 5, 2]"
10,7.376563001670331,ADAM,"[35, 30, 20, 10, 5, 2]"
11,8.386674269740748,ADAM,"[35, 30, 20, 10, 5, 2]"
12,8.9471336649299,ADAM,"[35, 30, 20, 10, 5, 2]"
13,8.011487457891139,ADAM,"[35, 30, 20, 10, 5, 2]"
14,6.460828655547795,ADAM,"[35, 30, 20, 10, 5, 2]"
15,8.708812793352772,ADAM,"[35, 30, 20, 10, 5, 2]"
16,7.832375617741647,ADAM,"[35, 30, 20, 10, 5, 2]"
17,7.359546551841237,ADAM,"[35, 30, 20, 10, 5, 2]"
18,9.46509255976874,ADAM,"[35, 30, 20, 10, 5, 2]"
19,7.634415668603782,ADAM,"[35, 30, 20, 10, 5, 2]"
20,7.378050871011176,ADAM,"[35, 30, 20, 10, 5, 2]"
21,5.587800267949764,ADAM,"[35, 30, 20, 10, 5, 2]"
22,8.762403593985265,ADAM,"[35, 30, 20, 10, 5, 2]"
23,6.349847117231267,ADAM,"[35, 30, 20, 10, 5, 2]"
24,6.793914350128736,ADAM,"[35, 30, 20, 10, 5, 2]"
25,10.07147456327889,ADAM,"[35, 30, 20, 10, 5, 2]"
26,6.950724913401496,ADAM,"[35, 30, 20, 10, 5, 2]"
27,7.1164887851727405,ADAM,"[35, 30, 20, 10, 5, 2]"
28,8.83295135827198,ADAM,"[35, 30, 20, 10, 5, 2]"
29,7.096496358310125,ADAM,"[35, 30, 20, 10, 5, 2]"
30,6.697881463898146,ADAM,"[35, 30, 20, 10, 5, 2]"
31,7.763741433942407,ADAM,"[35, 30, 20, 10, 5, 2]"
32,8.334248194827543,ADAM,"[35, 30, 20, 10, 5, 2]"
33,7.261858728208068,ADAM,"[35, 30, 20, 10, 5, 2]"
34,7.495690036723585,ADAM,"[35, 30, 20, 10, 5, 2]"
35,6.237492782846876,ADAM,"[35, 30, 20, 10, 5, 2]"
36,7.886645934678457,ADAM,"[35, 30, 20, 10, 5, 2]"
37,8.461116669175176,ADAM,"[35, 30, 20, 10, 5, 2]"
38,6.479791061988022,ADAM,"[35, 30, 20, 10, 5, 2]"
39,7.018617213684438,ADAM,"[35, 30, 20, 10, 5, 2]"
40,7.315027475982582,ADAM,"[35, 30, 20, 10, 5, 2]"
41,7.993906811944397,ADAM,"[35, 30, 20, 10, 5, 2]"
42,6.938499416851966,ADAM,"[35, 30, 20, 10, 5, 2]"
43,6.251158920843758,ADAM,"[35, 30, 20, 10, 5, 2]"
44,7.637539281826509,ADAM,"[35, 30, 20, 10, 5, 2]"
45,8.61807795330069,ADAM,"[35, 30, 20, 10, 5, 2]"
46,8.069315336295235,ADAM,"[35, 30, 20, 10, 5, 2]"
47,6.8586393633992335,ADAM,"[35, 30, 20, 10, 5, 2]"
48,7.620824950766797,ADAM,"[35, 30, 20, 10, 5, 2]"
49,6.913851420873593,ADAM,"[35, 30, 20, 10, 5, 2]"
50,6.562230338840746,ADAM,"[35, 30, 20, 10, 5, 2]"
51,7.866117527104492,ADAM,"[35, 30, 20, 10, 5, 2]"
52,8.059377460794286,ADAM,"[35, 30, 20, 10, 5, 2]"
53,7.078322330914429,ADAM,"[35, 30, 20, 10, 5, 2]"
54,6.330909199295726,ADAM,"[35, 30, 20, 10, 5, 2]"
55,6.961350421919019,ADAM,"[35, 30, 20, 10, 5, 2]"
56,7.662061237855908,ADAM,"[35, 30, 20, 10, 5, 2]"
57,6.433115483939692,ADAM,"[35, 30, 20, 10, 5, 2]"
58,7.500447426916426,ADAM,"[35, 30, 20, 10, 5, 2]"
59,6.982213951473368,ADAM,"[35, 30, 20, 10, 5, 2]"
60,7.104566850518274,ADAM,"[35, 30, 20, 10, 5, 2]"
61,7.848130392123528,ADAM,"[35, 30, 20, 10, 5, 2]"
62,8.022309761992041,ADAM,"[35, 30, 20, 10, 5, 2]"
63,8.254004151661242,ADAM,"[35, 30, 20, 10, 5, 2]"
64,7.639706330984006,ADAM,"[35, 30, 20, 10, 5, 2]"
65,7.563856698451356,ADAM,"[35, 30, 20, 10, 5, 2]"
66,7.816939618330852,ADAM,"[35, 30, 20, 10, 5, 2]"
67,7.227952374914186,ADAM,"[35, 30, 20, 10, 5, 2]"
68,8.130781125130435,ADAM,"[35, 30, 20, 10, 5, 2]"
69,8.945054777275027,ADAM,"[35, 30, 20, 10, 5, 2]"
70,8.129492330198977,ADAM,"[35, 30, 20, 10, 5, 2]"
71,6.551635594875476,ADAM,"[35, 30, 20, 10, 5, 2]"
72,7.207712311324276,ADAM,"[35, 30, 20, 10, 5, 2]"
73,8.126490263027556,ADAM,"[35, 30, 20, 10, 5, 2]"
74,6.955688735520001,ADAM,"[35, 30, 20, 10, 5, 2]"
75,6.823233662437942,ADAM,"[35, 30, 20, 10, 5, 2]"
76,8.123582029382565,ADAM,"[35, 30, 20, 10, 5, 2]"
77,7.231327585350159,ADAM,"[35, 30, 20, 10, 5, 2]"
